"","trial_ref","year","location","host_genotype","trial_design","plot_length.m.","plot_width.m.","plant_density","row_spacing","replicates","planting_date","emergence_date","flowering_date","pod_fill_date","mid_late_pod_fill","first_sign_disease","trade_name","fungicide_ai","dose_ai.ha","n_treatment","fungicide_application_1","fungicide_application_2","fungicide_application_3","fungicide_application_4","fungicide_application_5","fungicide_application_6","fungicide_application_7","total_fungicide","harvest_date","final_assessment","PM_final_severity","rating_scale","disease_error","D_error_type","grain_yield.t.ha.","raw_graded","Y_Msquare","yield_error","Y_error_type","yield_gain","prop_YG","raw_data_avail","comments","days_harvest.planting","AUDPC_m","AUDPC_sd","AUDPS_m","AUDPS_sd","Inc_Ms"
"176","AM1304","2013","Marys Mount","Crystal","RCB",12,4,NA,1,4,NA,NA,NA,2013-02-28,NA,2013-03-16,"Tilt","propiconazole",62.5,11,2013-02-28,2013-03-18,2013-04-02,NA,NA,NA,NA,2,2013-04-11,2013-03-26,1.375,"1-9",0.75,"stdev",1.116898148,NA,0.019650324836153,0.0262113483702529,"SamplingVariance",0.023148148,0.0211640210285714,"Yes",NA,NA,3.5625,7.125,7.125,14.25,1811.83680555555
"177","AM1305","2013","Goolhi","Crystal","RB",12,4,NA,0.33,4,NA,NA,2013-04-04,2013-04-18,NA,2013-03-25,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2013-06-20,2013-04-30,7,"1-9",4,"stdev",0.694444444,NA,0.010352366255144,0.00925925928525202,"SamplingVariance",NA,NA,"Yes",NA,NA,161,32.8836332137027,218.875,66.7037917462968,21560.3541666667
"178","AM1305","2013","Goolhi","Crystal","RB",12,4,NA,0.33,4,NA,NA,2013-04-04,2013-04-18,NA,2013-03-25,"Spin-flo","carbendazim",250,2,2013-03-28,NA,NA,NA,NA,NA,NA,1,2013-06-20,2013-04-30,6.75,"1-9",3.862210075,"stdev",0.6875,NA,0.010352366255144,0.00379372425722266,"SamplingVariance",-0.00694444400000005,-0.00999999936640007,"Yes",NA,NA,48.875,50.5476260570168,97.75,80.1888396224811,21560.3541666667
"179","AM1305","2013","Goolhi","Crystal","RB",12,4,NA,0.33,4,NA,NA,2013-04-04,2013-04-18,NA,2013-03-25,"Tilt","propiconazole",62.5,3,2013-03-28,NA,NA,NA,NA,NA,NA,1,2013-06-20,2013-04-30,3.75,"1-9",2.783882181,"stdev",0.652777778,NA,0.010352366255144,0.00282921812025603,"SamplingVariance",-0.041666666,-0.0599999990784,"Yes",NA,NA,37.375,18.237438599394,61.625,40.6906520796444,21560.3541666667
"180","AM1305","2013","Goolhi","Crystal","RB",12,4,NA,0.33,4,NA,NA,2013-04-04,2013-04-18,NA,2013-03-25,"Amistar Xtra","200 g/L azoxystrobin + 80 g/L cyproconazole",40,4,2013-03-28,NA,NA,NA,NA,NA,NA,1,2013-06-20,2013-04-30,2.125,"1-9",0.75,"stdev",0.722222222,NA,0.010352366255144,0.000514403311172521,"SamplingVariance",0.0277777779999999,0.0400000003455999,"Yes",NA,NA,13.5625,11.7745753638932,23.375,17.5231989088751,21560.3541666667
"181","AM1305","2013","Goolhi","Crystal","RB",12,4,NA,0.33,4,NA,NA,2013-04-04,2013-04-18,NA,2013-03-25,"Amistar Xtra + adj","200 g/L azoxystrobin + 80 g/L cyproconazole",40,5,2013-03-28,NA,NA,NA,NA,NA,NA,1,2013-06-20,2013-04-30,2.625,"1-9",1.436140662,"stdev",0.6875,NA,0.010352366255144,0.0212834363420798,"SamplingVariance",-0.00694444400000005,-0.00999999936640007,"Yes",NA,NA,17.8125,19.5707849868113,31.875,32.0867963499007,21560.3541666667
"182","AM1305","2013","Goolhi","Crystal","RB",12,4,NA,0.33,4,NA,NA,2013-04-04,2013-04-18,NA,2013-03-25,"Cabrio","pyraclostrobin",125,6,2013-03-28,NA,NA,NA,NA,NA,NA,1,2013-06-20,2013-04-30,6.25,"1-9",3.5,"stdev",0.597222222,NA,0.010352366255144,0.025977366119252,"SamplingVariance",-0.0972222220000001,-0.1399999997696,"Yes",NA,NA,58.625,59.5124286739053,104.125,87.8904384257279,21560.3541666667
"183","AM1305","2013","Goolhi","Crystal","RB",12,4,NA,0.33,4,NA,NA,2013-04-04,2013-04-18,NA,2013-03-25,"Spin-flo","carbendazim",250,7,2013-03-28,2013-04-13,NA,NA,NA,NA,NA,2,2013-06-20,2013-04-30,6,"1-9",3.366501646,"stdev",0.541666667,NA,0.010352366255144,0.0126028805815527,"SamplingVariance",-0.152777777,-0.2199999990208,"Yes",NA,NA,42.5,28.6152639920259,85,57.2305279840518,21560.3541666667
"184","AM1305","2013","Goolhi","Crystal","RB",12,4,NA,0.33,4,NA,NA,2013-04-04,2013-04-18,NA,2013-03-25,"Tilt","propiconazole",62.5,8,2013-03-28,2013-04-13,NA,NA,NA,NA,NA,2,2013-06-20,2013-04-30,2.75,"1-9",3.5,"stdev",0.722222222,NA,0.010352366255144,0.0298353910418946,"SamplingVariance",0.0277777779999999,0.0400000003455999,"Yes",NA,NA,14.875,29.75,29.75,59.5,21560.3541666667
"185","AM1305","2013","Goolhi","Crystal","RB",12,4,NA,0.33,4,NA,NA,2013-04-04,2013-04-18,NA,2013-03-25,"Amistar Xtra + adj","200 g/L azoxystrobin + 80 g/L cyproconazole",40,9,2013-03-28,2013-04-13,NA,NA,NA,NA,NA,2,2013-06-20,2013-04-30,1,"1-9",0,"stdev",0.625,NA,0.010352366255144,0.0270061729938025,"SamplingVariance",-0.069444444,-0.0999999994240001,"Yes",NA,NA,0,0,0,0,21560.3541666667
"186","AM1305","2013","Goolhi","Crystal","RB",12,4,NA,0.33,4,NA,NA,2013-04-04,2013-04-18,NA,2013-03-25,"Cabrio","pyraclostrobin",125,10,2013-03-28,2013-04-13,NA,NA,NA,NA,NA,2,2013-06-20,2013-04-30,4.25,"1-9",3.75277675,"stdev",0.673611111,NA,0.010352366255144,0.0109953704540513,"SamplingVariance",-0.020833333,-0.0299999995392,"Yes",NA,NA,27.625,31.8986023727268,55.25,63.7972047454536,21560.3541666667
"187","AM1305","2013","Goolhi","Crystal","RB",12,4,NA,0.33,4,NA,NA,2013-04-04,2013-04-18,NA,2013-03-25,"Tilt","propiconazole",62.5,11,2013-03-28,2013-04-13,2013-04-27,NA,NA,NA,NA,3,2013-06-20,2013-04-30,1,"1-9",0,"stdev",0.604166667,NA,0.010352366255144,0.00585133739058123,"SamplingVariance",-0.0902777770000001,-0.1299999989632,"Yes",NA,NA,0,0,0,0,21560.3541666667
"188","mung1415/01","2015","Hermitage","Jade","RCB",12,4,NA,0.75,5,2015-01-19,2015-01-24,NA,NA,NA,2015-03-16,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2015-04-20,2015-04-06,7.8,"1-9",0.447213595,"stdev",2.044947969,NA,0.0398494193468165,0.031852060249817,"SamplingVariance",NA,NA,"Yes",NA,NA,82.6,12.5319591445233,110.6,15.1756383720752,2530.57333333333
"189","mung1415/01","2015","Hermitage","Jade","RCB",12,4,NA,0.75,5,2015-01-19,2015-01-24,NA,NA,NA,2015-03-16,"Folicur","tebuconazole",62.35,2,2015-03-02,2015-03-17,2015-03-31,NA,NA,NA,NA,3,2015-04-20,2015-04-06,3.2,"1-9",0.447213595,"stdev",2.262407548,NA,0.0398494193468165,0.0197027102471936,"SamplingVariance",0.217459579,0.106339908054649,"Yes",NA,NA,21.7,6.26099033699941,29.4,7.66811580507233,2530.57333333333
"190","mung1415/01","2015","Hermitage","Jade","RCB",12,4,NA,0.75,5,2015-01-19,2015-01-24,NA,NA,NA,2015-03-16,"Folicur","tebuconazole",62.35,3,2015-03-17,NA,NA,NA,NA,NA,NA,1,2015-04-20,2015-04-06,6.6,"1-9",0.547722558,"stdev",2.018320816,NA,0.0398494193468165,0.0277438572506359,"SamplingVariance",-0.0266271529999997,-0.0130209440062285,"Yes",NA,NA,61.8,3.32791225845875,86.8,6.26099033699941,2530.57333333333
"191","mung1415/01","2015","Hermitage","Jade","RCB",12,4,NA,0.75,5,2015-01-19,2015-01-24,NA,NA,NA,2015-03-16,"Folicur","tebuconazole",62.35,4,2015-03-17,2015-03-31,NA,NA,NA,NA,NA,2,2015-04-20,2015-04-06,5.4,"1-9",1.140175425,"stdev",2.152443359,NA,0.0398494193468165,0.0615265080588906,"SamplingVariance",0.10749539,0.0525663203316446,"Yes",NA,NA,55.4,19.8097198364843,75.6,24.9459415536876,2530.57333333333
"192","mung1415/01","2015","Hermitage","Jade","RCB",12,4,NA,0.75,5,2015-01-19,2015-01-24,NA,NA,NA,2015-03-16,"Folicur","tebuconazole",62.35,5,2015-03-24,NA,NA,NA,NA,NA,NA,1,2015-04-20,2015-04-06,6.6,"1-9",0.547722558,"stdev",2.123954192,NA,0.0398494193468165,0.0037754514038688,"SamplingVariance",0.0790062229999999,0.0386348328650312,"Yes",NA,NA,79.4,5.30801281083609,105,7,2530.57333333333
"193","mung1415/01","2015","Hermitage","Jade","RCB",12,4,NA,0.75,5,2015-01-19,2015-01-24,NA,NA,NA,2015-03-16,"Folicur","tebuconazole",62.35,6,2015-03-23,2015-04-07,NA,NA,NA,NA,NA,2,2015-04-20,2015-04-06,6.4,"1-9",0.547722558,"stdev",2.175522296,NA,0.0398494193468165,0.013547480596386,"SamplingVariance",0.130574327,0.0638521512426804,"Yes",NA,NA,73.7,7.2852590894216,98,8.57321409974112,2530.57333333333
"194","mung1415/02","2015","Dalby","Jade","RCB",12,4,NA,0.75,5,2015-01-06,NA,NA,NA,NA,2015-03-02,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2015-03-31,NA,NA,"1-9",NA,NA,0.957,NA,NA,NA,NA,NA,NA,"Yes","trial abandoned",84,NA,NA,NA,NA,NA
"195","mung1516/03","2016","Emerald","Jade","RCB",12,4,NA,0.75,4,2016-02-12,2016-02-18,NA,NA,NA,2016-03-17,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2016-05-03,2016-04-23,4.5,"1-9",NA,NA,0.805,"NotSpecified",NA,NA,NA,NA,NA,"No","disease assessments available in file 2016 Mungbean PM summary",81,77,NA,154,NA,NA
"196","mung1516/03","2016","Emerald","Jade","RCB",12,4,NA,0.75,4,2016-02-12,2016-02-18,NA,NA,NA,2016-03-17,"Folicur","tebuconazole",62.35,2,2016-03-17,NA,NA,NA,NA,NA,NA,1,2016-05-03,2016-04-23,3.5,"1-9",NA,NA,0.87,"NotSpecified",NA,NA,NA,0.0649999999999999,0.0807453416149068,"No","disease assessments available in file 2016 Mungbean PM summary",81,55,NA,110,NA,NA
"197","mung1516/03","2016","Emerald","Jade","RCB",12,4,NA,0.75,4,2016-02-12,2016-02-18,NA,NA,NA,2016-03-17,"Folicur","tebuconazole",62.35,3,2016-03-17,2016-03-31,NA,NA,NA,NA,NA,2,2016-05-03,2016-04-23,2.5,"1-9",NA,NA,0.833,"NotSpecified",NA,NA,NA,0.0279999999999999,0.0347826086956521,"No","disease assessments available in file 2016 Mungbean PM summary",81,33,NA,66,NA,NA
"198","mung1516/03","2016","Emerald","Jade","RCB",12,4,NA,0.75,4,2016-02-12,2016-02-18,NA,NA,NA,2016-03-17,"Folicur","tebuconazole",62.35,4,2016-03-17,2016-03-31,NA,NA,NA,NA,NA,2,2016-05-03,2016-04-23,2.8,"1-9",NA,NA,0.848,"NotSpecified",NA,NA,NA,0.0429999999999999,0.0534161490683229,"No","disease assessments available in file 2016 Mungbean PM summary",81,39.6,NA,79.2,NA,NA
"199","mung1516/03","2016","Emerald","Jade","RCB",12,4,NA,0.75,4,2016-02-12,2016-02-18,NA,NA,NA,2016-03-17,"Folicur","tebuconazole",62.35,5,2016-03-17,NA,NA,NA,NA,NA,NA,1,2016-05-03,2016-04-23,3.3,"1-9",NA,NA,0.926,"NotSpecified",NA,NA,NA,0.121,0.150310559006211,"No","disease assessments available in file 2016 Mungbean PM summary",81,50.6,NA,101.2,NA,NA
"200","mung1516/03","2016","Emerald","Jade","RCB",12,4,NA,0.75,4,2016-02-12,2016-02-18,NA,NA,NA,2016-03-17,"Folicur","tebuconazole",62.35,6,2016-03-17,2016-03-31,NA,NA,NA,NA,NA,2,2016-05-03,2016-04-23,2.8,"1-9",NA,NA,0.805,"NotSpecified",NA,NA,NA,0,0,"No","disease assessments available in file 2016 Mungbean PM summary",81,39.6,NA,79.2,NA,NA
"201","mung1516/03","2016","Emerald","Jade","RCB",12,4,NA,0.75,4,2016-02-12,2016-02-18,NA,NA,NA,2016-03-17,"Folicur","tebuconazole",62.35,7,2016-04-05,2016-04-20,NA,NA,NA,NA,NA,2,2016-05-03,2016-04-23,4.5,"1-9",NA,NA,0.784,"NotSpecified",NA,NA,NA,-0.021,-0.0260869565217392,"No","disease assessments available in file 2016 Mungbean PM summary",81,77,NA,154,NA,NA
"202","mung1516/01","2016","Hermitage","Jade","RCB",12,4,NA,0.75,4,2016-02-03,2016-02-12,NA,NA,2016-04-15,2016-03-08,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2016-05-06,2016-04-15,8,"1-9",NA,NA,1.802901496,"Yes",0.156540054713087,0.016466115303811,"SamplingVariance",NA,NA,"Yes",NA,NA,119.625,NA,188.75,NA,546.872023809523
"203","mung1516/01","2016","Hermitage","Jade","RCB",12,4,NA,0.75,4,2016-02-03,2016-02-12,NA,NA,2016-04-15,2016-03-08,"Folicur","tebuconazole",62.35,2,2016-03-17,NA,NA,NA,NA,NA,NA,1,2016-05-06,2016-04-15,6.25,"1-9",NA,NA,2.215924265,"Yes",0.156540054713087,0.00829447420459202,"SamplingVariance",0.413022769,0.229087817563162,"Yes",NA,NA,71.75,NA,120,NA,546.872023809523
"204","mung1516/01","2016","Hermitage","Jade","RCB",12,4,NA,0.75,4,2016-02-03,2016-02-12,NA,NA,2016-04-15,2016-03-08,"Folicur","tebuconazole",62.35,3,2016-03-17,2016-03-30,NA,NA,NA,NA,NA,2,2016-05-06,2016-04-15,4.5,"1-9",NA,NA,2.370054229,"Yes",0.156540054713087,0.00374645182672676,"SamplingVariance",0.567152733,0.314577770476263,"Yes",NA,NA,61.75,NA,97.5,NA,546.872023809523
"205","mung1516/01","2016","Hermitage","Jade","RCB",12,4,NA,0.75,4,2016-02-03,2016-02-12,NA,NA,2016-04-15,2016-03-08,"Folicur","tebuconazole",62.35,4,2016-03-17,2016-03-30,2016-04-13,NA,NA,NA,NA,3,2016-05-06,2016-04-15,3,"1-9",NA,NA,2.292995013,"Yes",0.156540054713087,0.0005398294436929,"SamplingVariance",0.490093517,0.271835992197768,"Yes",NA,NA,50.5,NA,75,NA,546.872023809523
"206","mung1516/01","2016","Hermitage","Jade","RCB",12,4,NA,0.75,4,2016-02-03,2016-02-12,NA,NA,2016-04-15,2016-03-08,"Folicur","tebuconazole",62.35,5,2016-03-08,NA,NA,NA,NA,NA,NA,1,2016-05-06,2016-04-15,4,"1-9",NA,NA,2.141427103,"Yes",0.156540054713087,0.0150574518061985,"SamplingVariance",0.338525607,0.187767111931,"Yes",NA,NA,61.125,NA,93.75,NA,546.872023809523
"207","mung1516/01","2016","Hermitage","Jade","RCB",12,4,NA,0.75,4,2016-02-03,2016-02-12,NA,NA,2016-04-15,2016-03-08,"Folicur","tebuconazole",62.35,6,2016-03-08,2016-03-22,NA,NA,NA,NA,NA,2,2016-05-06,2016-04-15,7.5,"1-9",NA,NA,2.338146562,"Yes",0.156540054713087,0.00461464480860533,"SamplingVariance",0.535245066,0.296879816888232,"Yes",NA,NA,64.375,NA,116.25,NA,546.872023809523
"208","mung1516/01","2016","Hermitage","Jade","RCB",12,4,NA,0.75,4,2016-02-03,2016-02-12,NA,NA,2016-04-15,2016-03-08,"Folicur","tebuconazole",62.35,7,2016-03-17,2016-03-30,NA,NA,NA,NA,NA,2,2016-05-06,2016-04-15,6.5,"1-9",NA,NA,2.334551408,"Yes",0.156540054713087,0.00195922874960698,"SamplingVariance",0.531649912,0.294885723473824,"Yes",NA,NA,53.75,NA,97.5,NA,546.872023809523
"209","mung1516/02","2016","Kingaroy","Jade","RCB",12,4,NA,0.75,4,2016-02-11,2016-02-19,NA,2016-04-05,NA,2016-03-09,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2016-05-10,2016-04-19,8.25,"1-9",NA,NA,0.810740008,"Yes",0.0264879032816503,0.0431215272478452,"SamplingVariance",NA,NA,"Yes",NA,NA,172,NA,172,NA,2217.90476190476
"210","mung1516/02","2016","Kingaroy","Jade","RCB",12,4,NA,0.75,4,2016-02-11,2016-02-19,NA,2016-04-05,NA,2016-03-09,"Folicur","tebuconazole",62.35,2,2016-03-22,NA,NA,NA,NA,NA,NA,1,2016-05-10,2016-04-19,7,"1-9",NA,NA,1.03085097,"Yes",0.0264879032816503,0.01832469983025,"SamplingVariance",0.220110962,0.271493894254692,"Yes",NA,NA,113.5,NA,113.5,NA,2217.90476190476
"211","mung1516/02","2016","Kingaroy","Jade","RCB",12,4,NA,0.75,4,2016-02-11,2016-02-19,NA,2016-04-05,NA,2016-03-09,"Folicur","tebuconazole",62.35,3,2016-03-22,2016-04-05,NA,NA,NA,NA,NA,2,2016-05-10,2016-04-19,2.25,"1-9",NA,NA,1.033918558,"Yes",0.0264879032816503,0.0139856839888551,"SamplingVariance",0.22317855,0.27527758319286,"Yes",NA,NA,47,NA,47,NA,2217.90476190476
"212","mung1516/02","2016","Kingaroy","Jade","RCB",12,4,NA,0.75,4,2016-02-11,2016-02-19,NA,2016-04-05,NA,2016-03-09,"Folicur","tebuconazole",62.35,4,2016-03-22,2016-04-05,2016-04-19,NA,NA,NA,NA,3,2016-05-10,2016-04-19,2.5,"1-9",NA,NA,0.872801149,"Yes",0.0264879032816503,0.0524049368701925,"SamplingVariance",0.062061141,0.0765487584029528,"Yes",NA,NA,54,NA,54,NA,2217.90476190476
"213","mung1516/02","2016","Kingaroy","Jade","RCB",12,4,NA,0.75,4,2016-02-11,2016-02-19,NA,2016-04-05,NA,2016-03-09,"Folicur","tebuconazole",62.35,5,2016-03-09,NA,NA,NA,NA,NA,NA,1,2016-05-10,2016-04-19,7.75,"1-9",NA,NA,0.898972663,"Yes",0.0264879032816503,0.0383687275915969,"SamplingVariance",0.088232655,0.108829777893482,"Yes",NA,NA,140,NA,140,NA,2217.90476190476
"214","mung1516/02","2016","Kingaroy","Jade","RCB",12,4,NA,0.75,4,2016-02-11,2016-02-19,NA,2016-04-05,NA,2016-03-09,"Folicur","tebuconazole",62.35,6,2016-03-09,2016-03-22,NA,NA,NA,NA,NA,2,2016-05-10,2016-04-19,6.5,"1-9",NA,NA,0.94382869,"Yes",0.0264879032816503,0.0325174904396885,"SamplingVariance",0.133088682,0.164157042562034,"Yes",NA,NA,87.5,NA,87.5,NA,2217.90476190476
"215","mung1516/02","2016","Kingaroy","Jade","RCB",12,4,NA,0.75,4,2016-02-11,2016-02-19,NA,2016-04-05,NA,2016-03-09,"Folicur","tebuconazole",62.35,7,2016-03-22,2016-04-05,NA,NA,NA,NA,NA,2,2016-05-10,2016-04-19,2.75,"1-9",NA,NA,0.944349142,"Yes",0.0264879032816503,0.00893856150700915,"SamplingVariance",0.133609134,0.164798989419059,"Yes",NA,NA,63.5,NA,63.5,NA,2217.90476190476
"216","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,545333.333333333,0.25,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2017-05-11,2017-04-18,9,"1-9",0,"stdev",1.64185917947517,NA,0.725081741379952,0.0985910561464538,"SamplingVariance",NA,NA,NA,NA,NA,233.666666666667,4.90747728811182,261.333333333333,4.61880215351701,12576.4356481482
"217","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,456000,0.25,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2017-05-11,2017-04-18,9,"1-9",0,"stdev",2.08394144307694,NA,0.725081741379952,0.50225166919027,"SamplingVariance",NA,NA,NA,NA,NA,239.5,4.35889894354067,266.333333333333,4.93288286231625,12576.4356481482
"218","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,440000,0.25,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2017-05-11,2017-04-18,9,"1-9",0,"stdev",1.82489561071677,NA,0.725081741379952,0.0857635176903049,"SamplingVariance",NA,NA,NA,NA,NA,241.833333333333,4.61880215351701,269.333333333333,4.61880215351701,12576.4356481482
"219","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,333333.333333333,0.5,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2017-05-11,2017-04-18,9,"1-9",0,"stdev",1.50457259936667,NA,0.725081741379952,0.027716399618229,"SamplingVariance",NA,NA,NA,NA,NA,242.333333333333,11.8988794990677,269,12.7671453348037,12576.4356481482
"220","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,391333.333333333,0.5,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2017-05-11,2017-04-18,9,"1-9",0,"stdev",1.482819981829,NA,0.725081741379952,0.000452218464484352,"SamplingVariance",NA,NA,NA,NA,NA,239.5,8.66025403784439,266.333333333333,9.81495457622364,12576.4356481482
"221","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,340000,0.5,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2017-05-11,2017-04-18,9,"1-9",0,"stdev",1.60854019106295,NA,0.725081741379952,0.00703142992338939,"SamplingVariance",NA,NA,NA,NA,NA,241.833333333333,4.61880215351701,269.333333333333,4.61880215351701,12576.4356481482
"222","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,261666.666666667,1,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2017-05-11,2017-04-18,9,"1-9",0,"stdev",1.4483717562427,NA,0.725081741379952,0.0193019669943071,"SamplingVariance",NA,NA,NA,NA,NA,237.333333333333,13.5677313259562,265.333333333333,12.7017059221718,12576.4356481482
"223","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,211666.666666667,1,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2017-05-11,2017-04-18,8.66666666666667,"1-9",0.577350269189626,"stdev",1.22652004295404,NA,0.725081741379952,0.0254884378906002,"SamplingVariance",NA,NA,NA,NA,NA,241,10.5,266.333333333333,12.6622799421484,12576.4356481482
"224","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,245000,1,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2017-05-11,2017-04-18,9,"1-9",0,"stdev",1.22788870327402,NA,0.725081741379952,0.0218605353235664,"SamplingVariance",NA,NA,NA,NA,NA,239.5,8.66025403784439,267.333333333333,8.08290376865476,12576.4356481482
"225","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,469333.333333333,0.25,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,2,2017-02-22,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,8.66666666666667,"1-9",0.577350269189626,"stdev",2.05107860367968,NA,0.725081741379952,0.0652048088801381,"SamplingVariance",0.200846525923387,0.108552072109217,NA,NA,NA,214.166666666667,14.5716619962629,246.666666666667,10.2143689640297,12576.4356481482
"226","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,441333.333333333,0.25,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Throttle","propiconazole",125,2,2017-02-22,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,8.66666666666667,"1-9",0.577350269189626,"stdev",1.79140591284947,NA,0.725081741379952,0.183791568700843,"SamplingVariance",-0.0588261649068234,-0.0317939385086003,NA,NA,NA,212.166666666667,8.32666399786453,242.333333333333,6.80685928555405,12576.4356481482
"227","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,461333.333333333,0.25,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Folicur","tebuconazole",62,2,2017-02-22,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,9,"1-9",0,"stdev",1.72428223032494,NA,0.725081741379952,0.102597379455566,"SamplingVariance",-0.125949847431353,-0.0680724590960977,NA,NA,NA,223.833333333333,19.6044212700435,254,16.3707055437449,12576.4356481482
"228","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,340000,0.5,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,2,2017-02-22,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,8.66666666666667,"1-9",0.577350269189626,"stdev",1.76328355915084,NA,0.725081741379952,0.0100637867729337,"SamplingVariance",0.231305968397967,0.150985216620756,NA,NA,NA,224.833333333333,3.51188458428425,253.333333333333,4.93288286231625,12576.4356481482
"229","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,352000,0.5,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Throttle","propiconazole",125,2,2017-02-22,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,8.66666666666667,"1-9",0.577350269189626,"stdev",1.73300367195536,NA,0.725081741379952,0.0719071908066688,"SamplingVariance",0.201026081202487,0.131219988083308,NA,NA,NA,230.666666666667,13.7870712384224,257.333333333333,16.6232768530556,12576.4356481482
"230","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,305333.333333333,0.5,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Folicur","tebuconazole",62,2,2017-02-22,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,9,"1-9",0,"stdev",1.71727960263914,NA,0.725081741379952,0.000607153950543678,"SamplingVariance",0.185302011886266,0.120956085131247,NA,NA,NA,224.166666666667,16.6533279957291,252.666666666667,11.6761865920913,12576.4356481482
"231","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,222666.666666667,1,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,2,2017-02-22,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,9,"1-9",0,"stdev",1.41991492055416,NA,0.725081741379952,0.0379286170785755,"SamplingVariance",0.11898808639724,0.091464087966447,NA,NA,NA,223.5,12.1243556529821,255.333333333333,10.1159939369957,12576.4356481482
"232","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,207333.333333333,1,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Throttle","propiconazole",125,2,2017-02-22,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,9,"1-9",0,"stdev",1.13017710935448,NA,0.725081741379952,0.015733969628105,"SamplingVariance",-0.17074972480244,-0.131252365866599,NA,NA,NA,229,13.865424623862,259.666666666667,13.4288247189891,12576.4356481482
"233","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,212666.666666667,1,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Folicur","tebuconazole",62,2,2017-02-22,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,9,"1-9",0,"stdev",1.44352027878832,NA,0.725081741379952,0.0310373583871382,"SamplingVariance",0.1425934446314,0.10960911935052,NA,NA,NA,223.666666666667,10.1036297108185,254,6.92820323027551,12576.4356481482
