"","trial_ref","year","location","host_genotype","trial_design","plot_length.m.","plot_width.m.","plant_density","row_spacing","replicates","planting_date","emergence_date","flowering_date","pod_fill_date","mid_late_pod_fill","first_sign_disease","trade_name","fungicide_ai","dose_ai.ha","n_treatment","fungicide_application_1","fungicide_application_2","fungicide_application_3","fungicide_application_4","fungicide_application_5","fungicide_application_6","fungicide_application_7","total_fungicide","harvest_date","final_assessment","PM_final_severity","rating_scale","disease_error","D_error_type","grain_yield.t.ha.","raw_graded","Y_Msquare","yield_error","Y_error_type","yield_gain","prop_YG","raw_data_avail","comments","days_harvest.planting","AUDPC_m","AUDPC_sd"
"194","mung1415/02","2015","Dalby","Jade","RCB",12,4,"",0.75,5,2015-01-06,NA,NA,NA,NA,2015-03-02,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2015-03-31,NA,NA,"""""1-9""""",NA,NA,0.957,"",NA,NA,NA,NA,NA,"Yes","trial abandoned",84,NA,NA
"195","mung1516/03","2016","Emerald","Jade","RCB",12,4,"",0.75,4,2016-02-12,2016-02-18,NA,NA,NA,2016-03-17,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2016-05-03,2016-04-23,4.5,"""""1-9""""",NA,NA,0.805,"NotSpecified",NA,NA,NA,NA,NA,"No","disease assessments available in file 2016 Mungbean PM summary",81,NA,NA
"196","mung1516/03","2016","Emerald","Jade","RCB",12,4,"",0.75,4,2016-02-12,2016-02-18,NA,NA,NA,2016-03-17,"Folicur","tebuconazole",62.35,2,2016-03-17,NA,NA,NA,NA,NA,NA,1,2016-05-03,2016-04-23,3.5,"""""1-9""""",NA,NA,0.87,"NotSpecified",NA,NA,NA,0.065,0.080745342,"No","disease assessments available in file 2016 Mungbean PM summary",81,NA,NA
"197","mung1516/03","2016","Emerald","Jade","RCB",12,4,"",0.75,4,2016-02-12,2016-02-18,NA,NA,NA,2016-03-17,"Folicur","tebuconazole",62.35,3,2016-03-17,2016-03-31,NA,NA,NA,NA,NA,2,2016-05-03,2016-04-23,2.5,"""""1-9""""",NA,NA,0.833,"NotSpecified",NA,NA,NA,0.028,0.034782609,"No","disease assessments available in file 2016 Mungbean PM summary",81,NA,NA
"198","mung1516/03","2016","Emerald","Jade","RCB",12,4,"",0.75,4,2016-02-12,2016-02-18,NA,NA,NA,2016-03-17,"Folicur","tebuconazole",62.35,4,2016-03-17,2016-03-31,NA,NA,NA,NA,NA,2,2016-05-03,2016-04-23,2.8,"""""1-9""""",NA,NA,0.848,"NotSpecified",NA,NA,NA,0.043,0.053416149,"No","disease assessments available in file 2016 Mungbean PM summary",81,NA,NA
"199","mung1516/03","2016","Emerald","Jade","RCB",12,4,"",0.75,4,2016-02-12,2016-02-18,NA,NA,NA,2016-03-17,"Folicur","tebuconazole",62.35,5,2016-03-17,NA,NA,NA,NA,NA,NA,1,2016-05-03,2016-04-23,3.3,"""""1-9""""",NA,NA,0.926,"NotSpecified",NA,NA,NA,0.121,0.150310559,"No","disease assessments available in file 2016 Mungbean PM summary",81,NA,NA
"200","mung1516/03","2016","Emerald","Jade","RCB",12,4,"",0.75,4,2016-02-12,2016-02-18,NA,NA,NA,2016-03-17,"Folicur","tebuconazole",62.35,6,2016-03-17,2016-03-31,NA,NA,NA,NA,NA,2,2016-05-03,2016-04-23,2.8,"""""1-9""""",NA,NA,0.805,"NotSpecified",NA,NA,NA,0,0,"No","disease assessments available in file 2016 Mungbean PM summary",81,NA,NA
"201","mung1516/03","2016","Emerald","Jade","RCB",12,4,"",0.75,4,2016-02-12,2016-02-18,NA,NA,NA,2016-03-17,"Folicur","tebuconazole",62.35,7,2016-04-05,2016-04-20,NA,NA,NA,NA,NA,2,2016-05-03,2016-04-23,4.5,"""""1-9""""",NA,NA,0.784,"NotSpecified",NA,NA,NA,-0.021,-0.026086957,"No","disease assessments available in file 2016 Mungbean PM summary",81,NA,NA
"202","mung1516/01","2016","Hermitage","Jade","RCB",12,4,NA,0.75,4,2016-02-03,2016-02-12,NA,NA,2016-04-15,2016-03-08,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2015-05-06,2015-04-15,8,"""""1-9""""",NA,NA,1.802901496,"Yes",0.156540055,0.128320362,"stdev",NA,NA,"Yes",NA,NA,119.625,NA
"203","mung1516/01","2016","Hermitage","Jade","RCB",12,4,NA,0.75,4,2016-02-03,2016-02-12,NA,NA,2016-04-15,2016-03-08,"Folicur","tebuconazole",62.35,2,2016-03-17,NA,NA,NA,NA,NA,NA,1,2015-05-06,2015-04-15,6.25,"""""1-9""""",NA,NA,2.215924265,"Yes",0.156540055,0.091074004,"stdev",NA,NA,"Yes",NA,NA,71.75,NA
"204","mung1516/01","2016","Hermitage","Jade","RCB",12,4,NA,0.75,4,2016-02-03,2016-02-12,NA,NA,2016-04-15,2016-03-08,"Folicur","tebuconazole",62.35,3,2016-03-17,2016-03-30,NA,NA,NA,NA,NA,2,2015-05-06,2015-04-15,4.5,"""""1-9""""",NA,NA,2.370054229,"Yes",0.156540055,0.061208266,"stdev",NA,NA,"Yes",NA,NA,61.75,NA
"205","mung1516/01","2016","Hermitage","Jade","RCB",12,4,NA,0.75,4,2016-02-03,2016-02-12,NA,NA,2016-04-15,2016-03-08,"Folicur","tebuconazole",62.35,4,2016-03-17,2016-03-30,2016-04-13,NA,NA,NA,NA,3,2015-05-06,2015-04-15,3,"""""1-9""""",NA,NA,2.292995013,"Yes",0.156540055,0.02323423,"stdev",NA,NA,"Yes",NA,NA,50.5,NA
"206","mung1516/01","2016","Hermitage","Jade","RCB",12,4,NA,0.75,4,2016-02-03,2016-02-12,NA,NA,2016-04-15,2016-03-08,"Folicur","tebuconazole",62.35,5,2016-03-08,NA,NA,NA,NA,NA,NA,1,2015-05-06,2015-04-15,4,"""""1-9""""",NA,NA,2.141427103,"Yes",0.156540055,0.122708809,"stdev",NA,NA,"Yes",NA,NA,61.125,NA
"207","mung1516/01","2016","Hermitage","Jade","RCB",12,4,NA,0.75,4,2016-02-03,2016-02-12,NA,NA,2016-04-15,2016-03-08,"Folicur","tebuconazole",62.35,6,2016-03-08,2016-03-22,NA,NA,NA,NA,NA,2,2015-05-06,2015-04-15,7.5,"""""1-9""""",NA,NA,2.338146562,"Yes",0.156540055,0.067931177,"stdev",NA,NA,"Yes",NA,NA,64.375,NA
"208","mung1516/01","2016","Hermitage","Jade","RCB",12,4,NA,0.75,4,2016-02-03,2016-02-12,NA,NA,2016-04-15,2016-03-08,"Folicur","tebuconazole",62.35,7,2016-03-17,2016-03-30,NA,NA,NA,NA,NA,2,2015-05-06,2015-04-15,6.5,"""""1-9""""",NA,NA,2.334551408,"Yes",0.156540055,0.044263176,"stdev",NA,NA,"Yes",NA,NA,53.75,NA
"209","mung1516/02","2016","Kingaroy","Jade","RCB",12,4,NA,0.75,4,2016-02-11,2016-02-19,NA,2016-04-05,NA,2016-03-09,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2016-05-10,2016-04-19,8.25,"""""1-9""""",NA,NA,0.810740008,"Yes",0.026487903,0.207657235,"stdev",NA,NA,"Yes",NA,NA,119,NA
"210","mung1516/02","2016","Kingaroy","Jade","RCB",12,4,NA,0.75,4,2016-02-11,2016-02-19,NA,2016-04-05,NA,2016-03-09,"Folicur","tebuconazole",62.35,2,2016-03-22,NA,NA,NA,NA,NA,NA,1,2016-05-10,2016-04-19,7,"""""1-9""""",NA,NA,1.03085097,"Yes",0.026487903,0.135368755,"stdev",NA,NA,"Yes",NA,NA,71.25,NA
"211","mung1516/02","2016","Kingaroy","Jade","RCB",12,4,NA,0.75,4,2016-02-11,2016-02-19,NA,2016-04-05,NA,2016-03-09,"Folicur","tebuconazole",62.35,3,2016-03-22,2016-04-05,NA,NA,NA,NA,NA,2,2016-05-10,2016-04-19,2.25,"""""1-9""""",NA,NA,1.033918558,"Yes",0.026487903,0.118261084,"stdev",NA,NA,"Yes",NA,NA,38,NA
"212","mung1516/02","2016","Kingaroy","Jade","RCB",12,4,NA,0.75,4,2016-02-11,2016-02-19,NA,2016-04-05,NA,2016-03-09,"Folicur","tebuconazole",62.35,4,2016-03-22,2016-04-05,2016-04-19,NA,NA,NA,NA,3,2016-05-10,2016-04-19,2.5,"""""1-9""""",NA,NA,0.872801149,"Yes",0.026487903,0.228921246,"stdev",NA,NA,"Yes",NA,NA,43,NA
"213","mung1516/02","2016","Kingaroy","Jade","RCB",12,4,NA,0.75,4,2016-02-11,2016-02-19,NA,2016-04-05,NA,2016-03-09,"Folicur","tebuconazole",62.35,5,2016-03-09,NA,NA,NA,NA,NA,NA,1,2016-05-10,2016-04-19,7.75,"""""1-9""""",NA,NA,0.898972663,"Yes",0.026487903,0.19587937,"stdev",NA,NA,"Yes",NA,NA,89.5,NA
"214","mung1516/02","2016","Kingaroy","Jade","RCB",12,4,NA,0.75,4,2016-02-11,2016-02-19,NA,2016-04-05,NA,2016-03-09,"Folicur","tebuconazole",62.35,6,2016-03-09,2016-03-22,NA,NA,NA,NA,NA,2,2016-05-10,2016-04-19,6.5,"""""1-9""""",NA,NA,0.94382869,"Yes",0.026487903,0.180326067,"stdev",NA,NA,"Yes",NA,NA,48.25,NA
"215","mung1516/02","2016","Kingaroy","Jade","RCB",12,4,NA,0.75,4,2016-02-11,2016-02-19,NA,2016-04-05,NA,2016-03-09,"Folicur","tebuconazole",62.35,7,2016-03-22,2016-04-05,NA,NA,NA,NA,NA,2,2016-05-10,2016-04-19,2.75,"""""1-9""""",NA,NA,0.944349142,"Yes",0.026487903,0.094543966,"stdev",NA,NA,"Yes",NA,NA,51.25,NA
"216","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"545333.333333333",0.25,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2017-05-11,2017-04-18,9,"1-9",0,"stdev",1.64185917947517,NA,0.725081741379952,0.313992127523054,"stdev",NA,NA,NA,NA,NA,233.666666666667,4.90747728811182
"217","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"456000",0.25,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2017-05-11,2017-04-18,9,"1-9",0,"stdev",2.08394144307694,NA,0.725081741379952,0.708697163244125,"stdev",NA,NA,NA,NA,NA,239.5,4.35889894354067
"218","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"440000",0.25,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2017-05-11,2017-04-18,9,"1-9",0,"stdev",1.82489561071677,NA,0.725081741379952,0.292854089420491,"stdev",NA,NA,NA,NA,NA,241.833333333333,4.61880215351701
"219","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"333333.333333333",0.5,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2017-05-11,2017-04-18,9,"1-9",0,"stdev",1.50457259936667,NA,0.725081741379952,0.166482430358969,"stdev",NA,NA,NA,NA,NA,242.333333333333,11.8988794990677
"220","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"391333.333333333",0.5,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2017-05-11,2017-04-18,9,"1-9",0,"stdev",1.482819981829,NA,0.725081741379952,0.0212654288572874,"stdev",NA,NA,NA,NA,NA,239.5,8.66025403784439
"221","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"340000",0.5,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2017-05-11,2017-04-18,9,"1-9",0,"stdev",1.60854019106295,NA,0.725081741379952,0.0838536220051906,"stdev",NA,NA,NA,NA,NA,241.833333333333,4.61880215351701
"222","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"261666.666666667",1,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2017-05-11,2017-04-18,9,"1-9",0,"stdev",1.4483717562427,NA,0.725081741379952,0.13893151908155,"stdev",NA,NA,NA,NA,NA,237.333333333333,13.5677313259562
"223","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"211666.666666667",1,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2017-05-11,2017-04-18,8.66666666666667,"1-9",0.577350269189626,"stdev",1.22652004295404,NA,0.725081741379952,0.159650987753287,"stdev",NA,NA,NA,NA,NA,241,10.5
"224","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"245000",1,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2017-05-11,2017-04-18,9,"1-9",0,"stdev",1.22788870327402,NA,0.725081741379952,0.147853086959882,"stdev",NA,NA,NA,NA,NA,239.5,8.66025403784439
"225","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"469333.333333333",0.25,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,2,2017-02-22,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,8.66666666666667,"1-9",0.577350269189626,"stdev",2.05107860367968,NA,0.725081741379952,0.255352323036502,"stdev",NA,NA,NA,NA,NA,214.166666666667,14.5716619962629
"226","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"441333.333333333",0.25,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Throttle","propiconazole",125,2,2017-02-22,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,8.66666666666667,"1-9",0.577350269189626,"stdev",1.79140591284947,NA,0.725081741379952,0.428709188962451,"stdev",NA,NA,NA,NA,NA,212.166666666667,8.32666399786453
"227","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"461333.333333333",0.25,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Folicur","tebuconazole",62,2,2017-02-22,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,9,"1-9",0,"stdev",1.72428223032494,NA,0.725081741379952,0.320308256926926,"stdev",NA,NA,NA,NA,NA,223.833333333333,19.6044212700435
"228","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"340000",0.5,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,2,2017-02-22,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,8.66666666666667,"1-9",0.577350269189626,"stdev",1.76328355915084,NA,0.725081741379952,0.100318426886259,"stdev",NA,NA,NA,NA,NA,224.833333333333,3.51188458428425
"229","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"352000",0.5,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Throttle","propiconazole",125,2,2017-02-22,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,8.66666666666667,"1-9",0.577350269189626,"stdev",1.73300367195536,NA,0.725081741379952,0.268155161812464,"stdev",NA,NA,NA,NA,NA,230.666666666667,13.7870712384224
"230","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"305333.333333333",0.5,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Folicur","tebuconazole",62,2,2017-02-22,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,9,"1-9",0,"stdev",1.71727960263914,NA,0.725081741379952,0.0246404941213377,"stdev",NA,NA,NA,NA,NA,224.166666666667,16.6533279957291
"231","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"222666.666666667",1,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,2,2017-02-22,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,9,"1-9",0,"stdev",1.41991492055416,NA,0.725081741379952,0.194752707499987,"stdev",NA,NA,NA,NA,NA,223.5,12.1243556529821
"232","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"207333.333333333",1,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Throttle","propiconazole",125,2,2017-02-22,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,9,"1-9",0,"stdev",1.13017710935448,NA,0.725081741379952,0.125435121190618,"stdev",NA,NA,NA,NA,NA,229,13.865424623862
"233","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"212666.666666667",1,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Folicur","tebuconazole",62,2,2017-02-22,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,9,"1-9",0,"stdev",1.44352027878832,NA,0.725081741379952,0.176174227363534,"stdev",NA,NA,NA,NA,NA,223.666666666667,10.1036297108185
"234","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"426666.666666667",0.25,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,3,2017-03-08,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,8.33333333333333,"1-9",0.577350269189626,"stdev",2.04853592804496,NA,0.725081741379952,0.264917750771149,"stdev",NA,NA,NA,NA,NA,188,14.9080515158756
"235","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"506666.666666667",0.25,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Throttle","propiconazole",125,3,2017-03-08,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,8,"1-9",0,"stdev",2.10055596464823,NA,0.725081741379952,0.277904723731686,"stdev",NA,NA,NA,NA,NA,159.833333333333,4.90747728811182
"236","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"530666.666666667",0.25,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Folicur","tebuconazole",62,3,2017-03-08,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,8.66666666666667,"1-9",0.577350269189626,"stdev",1.92185223946871,NA,0.725081741379952,0.101013161524192,"stdev",NA,NA,NA,NA,NA,197.166666666667,21.7791949652262
"237","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"349333.333333333",0.5,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,3,2017-03-08,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,8,"1-9",0,"stdev",1.97393626606095,NA,0.725081741379952,0.102065625157643,"stdev",NA,NA,NA,NA,NA,164.5,7.76208734813001
"238","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"381333.333333333",0.5,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Throttle","propiconazole",125,3,2017-03-08,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,8.33333333333333,"1-9",0.577350269189626,"stdev",1.85921909000592,NA,0.725081741379952,0.256319119067201,"stdev",NA,NA,NA,NA,NA,168.666666666667,18.9230899520489
"239","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"372000",0.5,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Folicur","tebuconazole",62,3,2017-03-08,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,8.33333333333333,"1-9",0.577350269189626,"stdev",1.86099263358939,NA,0.725081741379952,0.00686587820632398,"stdev",NA,NA,NA,NA,NA,198.5,17.3493515728975
"240","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"197666.666666667",1,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,3,2017-03-08,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,8.33333333333333,"1-9",0.577350269189626,"stdev",1.48855231515785,NA,0.725081741379952,0.175677835374705,"stdev",NA,NA,NA,NA,NA,188.166666666667,16.5630109984065
"241","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"283666.666666667",1,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Throttle","propiconazole",125,3,2017-03-08,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,8.66666666666667,"1-9",0.577350269189626,"stdev",1.49809569835384,NA,0.725081741379952,0.18180481893208,"stdev",NA,NA,NA,NA,NA,175.166666666667,9.07377172587747
"242","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"217666.666666667",1,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Folicur","tebuconazole",62,3,2017-03-08,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,8,"1-9",0,"stdev",1.38905793764705,NA,0.725081741379952,0.293054951492058,"stdev",NA,NA,NA,NA,NA,186.833333333333,7.50555349946513
"243","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"490666.666666667",0.25,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,4,2017-03-08,2017-03-24,NA,NA,NA,NA,NA,2,2017-05-11,2017-04-18,8,"1-9",0,"stdev",2.2661069846946,NA,0.725081741379952,0.141102829081939,"stdev",NA,NA,NA,NA,NA,161.166666666667,11.5144836329439
"244","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"476000",0.25,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Throttle","propiconazole",125,4,2017-03-08,2017-03-24,NA,NA,NA,NA,NA,2,2017-05-11,2017-04-18,8,"1-9",0,"stdev",2.10169943137247,NA,0.725081741379952,0.310761335659169,"stdev",NA,NA,NA,NA,NA,174.166666666667,51.8105523357292
"245","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"497333.333333333",0.25,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Folicur","tebuconazole",62,4,2017-03-08,2017-03-24,NA,NA,NA,NA,NA,2,2017-05-11,2017-04-18,8,"1-9",0,"stdev",2.52625284274188,NA,0.725081741379952,0.188779919435209,"stdev",NA,NA,NA,NA,NA,158.333333333333,3.685557397916
"246","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"333333.333333333",0.5,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,4,2017-03-08,2017-03-24,NA,NA,NA,NA,NA,2,2017-05-11,2017-04-18,8,"1-9",0,"stdev",2.09220980833125,NA,0.725081741379952,0.134149302500991,"stdev",NA,NA,NA,NA,NA,176,10.816653826392
"247","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"357333.333333333",0.5,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Throttle","propiconazole",125,4,2017-03-08,2017-03-24,NA,NA,NA,NA,NA,2,2017-05-11,2017-04-18,7.66666666666667,"1-9",0.577350269189626,"stdev",2.17948109067472,NA,0.725081741379952,0.265791885527053,"stdev",NA,NA,NA,NA,NA,149.666666666667,18.6435869224067
"248","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"325333.333333333",0.5,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Folicur","tebuconazole",62,4,2017-03-08,2017-03-24,NA,NA,NA,NA,NA,2,2017-05-11,2017-04-18,8,"1-9",0,"stdev",2.00060078831778,NA,0.725081741379952,0.120379430529852,"stdev",NA,NA,NA,NA,NA,191.5,11.8215904175369
"249","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"232000",1,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,4,2017-03-08,2017-03-24,NA,NA,NA,NA,NA,2,2017-05-11,2017-04-18,8,"1-9",0,"stdev",1.31375406993473,NA,0.725081741379952,0.333517355667346,"stdev",NA,NA,NA,NA,NA,185.833333333333,13.5677313259562
"250","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"205666.666666667",1,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Throttle","propiconazole",125,4,2017-03-08,2017-03-24,NA,NA,NA,NA,NA,2,2017-05-11,2017-04-18,8,"1-9",0,"stdev",1.97373902422586,NA,0.725081741379952,0.356965248564721,"stdev",NA,NA,NA,NA,NA,153.166666666667,4.04145188432738
"251","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"202333.333333333",1,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Folicur","tebuconazole",62,4,2017-03-08,2017-03-24,NA,NA,NA,NA,NA,2,2017-05-11,2017-04-18,8,"1-9",0,"stdev",1.79883941613374,NA,0.725081741379952,0.126436219638748,"stdev",NA,NA,NA,NA,NA,188,16.5755844542508
"252","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"476000",0.25,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,5,2017-03-19,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,8,"1-9",0,"stdev",2.64218375646934,NA,0.725081741379952,0.43817446085645,"stdev",NA,NA,NA,NA,NA,202.333333333333,7.50555349946513
"253","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"498666.666666667",0.25,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Throttle","propiconazole",125,5,2017-03-19,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,8,"1-9",0,"stdev",2.14335383331615,NA,0.725081741379952,0.327015281795923,"stdev",NA,NA,NA,NA,NA,199.333333333333,11.8988794990677
"254","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"480000",0.25,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Folicur","tebuconazole",62,5,2017-03-19,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,8,"1-9",0,"stdev",1.87778011636532,NA,0.725081741379952,0.347365488873788,"stdev",NA,NA,NA,NA,NA,207.333333333333,4.61880215351701
"255","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"324666.666666667",0.5,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,5,2017-03-19,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,8,"1-9",0,"stdev",2.13698198834897,NA,0.725081741379952,0.0996425832154558,"stdev",NA,NA,NA,NA,NA,204.333333333333,4.90747728811182
"256","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"367333.333333333",0.5,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Throttle","propiconazole",125,5,2017-03-19,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,8,"1-9",0,"stdev",1.82789865751201,NA,0.725081741379952,0.224483263458863,"stdev",NA,NA,NA,NA,NA,207.333333333333,4.61880215351701
"257","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"334000",0.5,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Folicur","tebuconazole",62,5,2017-03-19,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,8,"1-9",0,"stdev",1.78061480009739,NA,0.725081741379952,0.129869576842517,"stdev",NA,NA,NA,NA,NA,218.5,0
